Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Fri Jun 6 2008,Washington Mystics,52,San Antonio Silver Stars,63,Box Score
Sat Jun 7 2008,Atlanta Dream,70,Chicago Sky,91,Box Score
Sat Jun 7 2008,Houston Comets,75,Indiana Fever,84,Box Score
Sat Jun 7 2008,Detroit Shock,67,Seattle Storm,75,Box Score
Sun Jun 8 2008,Washington Mystics,79,Connecticut Sun,87,Box Score
Sun Jun 8 2008,San Antonio Silver Stars,78,Minnesota Lynx,90,Box Score
Sun Jun 8 2008,Sacramento Monarchs,70,New York Liberty,63,Box Score
Tue Jun 10 2008,Connecticut Sun,75,Minnesota Lynx,66,Box Score
Wed Jun 11 2008,New York Liberty,81,Atlanta Dream,77,Box Score
Wed Jun 11 2008,Detroit Shock,73,Los Angeles Sparks,80,Box Score
Wed Jun 11 2008,Indiana Fever,53,San Antonio Silver Stars,64,Box Score
Wed Jun 11 2008,Phoenix Mercury,77,Seattle Storm,83,Box Score
Wed Jun 11 2008,Sacramento Monarchs,79,Washington Mystics,76,Box Score
Thu Jun 12 2008,Sacramento Monarchs,82,Minnesota Lynx,78,Box Score
Fri Jun 13 2008,Indiana Fever,76,Atlanta Dream,67,Box Score
Fri Jun 13 2008,Washington Mystics,64,Chicago Sky,57,Box Score
Fri Jun 13 2008,Connecticut Sun,93,Los Angeles Sparks,98,Box Score
Fri Jun 13 2008,Seattle Storm,69,San Antonio Silver Stars,74,Box Score
Sat Jun 14 2008,Seattle Storm,60,Houston Comets,68,Box Score
Sat Jun 14 2008,Minnesota Lynx,76,New York Liberty,77,Box Score
Sat Jun 14 2008,Detroit Shock,89,Phoenix Mercury,79,Box Score
Sat Jun 14 2008,Los Angeles Sparks,74,Sacramento Monarchs,66,Box Score
Sun Jun 15 2008,San Antonio Silver Stars,70,Indiana Fever,60,Box Score
Mon Jun 16 2008,Atlanta Dream,79,Houston Comets,88,Box Score
Mon Jun 16 2008,Connecticut Sun,74,Seattle Storm,67,Box Score
Wed Jun 18 2008,San Antonio Silver Stars,81,Atlanta Dream,66,Box Score
Wed Jun 18 2008,Washington Mystics,67,Houston Comets,63,Box Score
Wed Jun 18 2008,New York Liberty,69,Indiana Fever,83,Box Score
Wed Jun 18 2008,Chicago Sky,67,Los Angeles Sparks,80,Box Score
Wed Jun 18 2008,Connecticut Sun,81,Phoenix Mercury,102,Box Score
Fri Jun 20 2008,Minnesota Lynx,93,Detroit Shock,98,Box Score
Fri Jun 20 2008,Chicago Sky,105,Phoenix Mercury,112,Box Score
Fri Jun 20 2008,Connecticut Sun,72,Sacramento Monarchs,56,Box Score
Fri Jun 20 2008,Los Angeles Sparks,75,San Antonio Silver Stars,77,Box Score
Fri Jun 20 2008,Indiana Fever,70,Seattle Storm,78,Box Score
Fri Jun 20 2008,Atlanta Dream,61,Washington Mystics,72,Box Score
Sat Jun 21 2008,Houston Comets,72,Minnesota Lynx,65,Box Score
Sun Jun 22 2008,Detroit Shock,97,Atlanta Dream,76,Box Score
Sun Jun 22 2008,Indiana Fever,63,Los Angeles Sparks,77,Box Score
Sun Jun 22 2008,Phoenix Mercury,72,New York Liberty,105,Box Score
Sun Jun 22 2008,Chicago Sky,70,Sacramento Monarchs,82,Box Score
Tue Jun 24 2008,Detroit Shock,68,Connecticut Sun,85,Box Score
Tue Jun 24 2008,Sacramento Monarchs,73,Indiana Fever,78,Box Score
Tue Jun 24 2008,Seattle Storm,62,Los Angeles Sparks,76,Box Score
Tue Jun 24 2008,New York Liberty,69,Minnesota Lynx,91,Box Score
Tue Jun 24 2008,Houston Comets,82,San Antonio Silver Stars,81,Box Score
Tue Jun 24 2008,Phoenix Mercury,98,Washington Mystics,90,Box Score
Thu Jun 26 2008,Phoenix Mercury,89,Chicago Sky,79,Box Score
Thu Jun 26 2008,Connecticut Sun,61,Detroit Shock,70,Box Score
Thu Jun 26 2008,San Antonio Silver Stars,71,Houston Comets,77,Box Score
Thu Jun 26 2008,Washington Mystics,77,Los Angeles Sparks,74,Box Score
Thu Jun 26 2008,Sacramento Monarchs,76,Minnesota Lynx,80,Box Score
Thu Jun 26 2008,Indiana Fever,96,New York Liberty,102,Box Score
Fri Jun 27 2008,Atlanta Dream,101,Connecticut Sun,109,Box Score
Sat Jun 28 2008,Detroit Shock,59,Chicago Sky,76,Box Score
Sat Jun 28 2008,Indiana Fever,61,Houston Comets,75,Box Score
Sat Jun 28 2008,New York Liberty,78,Sacramento Monarchs,82,Box Score
Sat Jun 28 2008,Minnesota Lynx,65,San Antonio Silver Stars,73,Box Score
Sun Jun 29 2008,Phoenix Mercury,87,Connecticut Sun,80,Box Score
Sun Jun 29 2008,Atlanta Dream,92,Detroit Shock,100,Box Score
Sun Jun 29 2008,Washington Mystics,49,Seattle Storm,64,Box Score
Tue Jul 1 2008,Phoenix Mercury,97,Atlanta Dream,79,Box Score
Tue Jul 1 2008,Houston Comets,68,Connecticut Sun,78,Box Score
Tue Jul 1 2008,New York Liberty,89,Los Angeles Sparks,78,Box Score
Tue Jul 1 2008,Chicago Sky,73,Minnesota Lynx,71,Box Score
Tue Jul 1 2008,Washington Mystics,81,Sacramento Monarchs,87,Box Score
Tue Jul 1 2008,Detroit Shock,72,San Antonio Silver Stars,79,Box Score
Wed Jul 2 2008,Chicago Sky,67,Indiana Fever,74,Box Score
Thu Jul 3 2008,Houston Comets,72,Atlanta Dream,65,Box Score
Thu Jul 3 2008,Minnesota Lynx,88,Los Angeles Sparks,70,Box Score
Thu Jul 3 2008,Sacramento Monarchs,67,San Antonio Silver Stars,68,Box Score
Thu Jul 3 2008,New York Liberty,71,Seattle Storm,84,Box Score
Sat Jul 5 2008,Chicago Sky,84,Atlanta Dream,91,Box Score
Sat Jul 5 2008,Sacramento Monarchs,65,Houston Comets,73,Box Score
Sat Jul 5 2008,Connecticut Sun,74,Indiana Fever,81,Box Score
Sat Jul 5 2008,New York Liberty,93,Phoenix Mercury,83,Box Score
Sat Jul 5 2008,Minnesota Lynx,71,Seattle Storm,96,Box Score
Sun Jul 6 2008,Phoenix Mercury,80,Los Angeles Sparks,91,Box Score
Sun Jul 6 2008,San Antonio Silver Stars,83,Washington Mystics,75,Box Score
Tue Jul 8 2008,Connecticut Sun,82,Detroit Shock,88,Box Score
Tue Jul 8 2008,Houston Comets,94,Phoenix Mercury,99,Box Score
Tue Jul 8 2008,Seattle Storm,79,Sacramento Monarchs,64,Box Score
Tue Jul 8 2008,New York Liberty,79,San Antonio Silver Stars,83,Box Score
Tue Jul 8 2008,Indiana Fever,48,Washington Mystics,50,Box Score
Wed Jul 9 2008,Houston Comets,74,Los Angeles Sparks,82,Box Score
Wed Jul 9 2008,Atlanta Dream,73,Minnesota Lynx,67,Box Score
Thu Jul 10 2008,San Antonio Silver Stars,75,Chicago Sky,67,Box Score
Thu Jul 10 2008,Los Angeles Sparks,69,Sacramento Monarchs,87,Box Score
Thu Jul 10 2008,Phoenix Mercury,78,Seattle Storm,89,Box Score
Fri Jul 11 2008,Washington Mystics,66,Detroit Shock,79,Box Score
Fri Jul 11 2008,Atlanta Dream,74,San Antonio Silver Stars,82,Box Score
Sat Jul 12 2008,Chicago Sky,57,Indiana Fever,66,Box Score
Sat Jul 12 2008,Houston Comets,71,Minnesota Lynx,85,Box Score
Sat Jul 12 2008,Detroit Shock,64,New York Liberty,74,Box Score
Sat Jul 12 2008,Phoenix Mercury,97,Sacramento Monarchs,105,Box Score
Sat Jul 12 2008,Los Angeles Sparks,52,Seattle Storm,70,Box Score
Sun Jul 13 2008,Atlanta Dream,66,Chicago Sky,79,Box Score
Sun Jul 13 2008,Connecticut Sun,64,Washington Mystics,69,Box Score
Mon Jul 14 2008,San Antonio Silver Stars,62,Los Angeles Sparks,75,Box Score
Tue Jul 15 2008,New York Liberty,77,Connecticut Sun,71,Box Score
Tue Jul 15 2008,San Antonio Silver Stars,97,Phoenix Mercury,87,Box Score
Wed Jul 16 2008,Chicago Sky,63,Detroit Shock,66,Box Score
Wed Jul 16 2008,Atlanta Dream,81,Indiana Fever,77,Box Score
Thu Jul 17 2008,Minnesota Lynx,88,Houston Comets,96,Box Score
Thu Jul 17 2008,Washington Mystics,56,New York Liberty,77,Box Score
Thu Jul 17 2008,Los Angeles Sparks,92,Phoenix Mercury,99,Box Score
Fri Jul 18 2008,Connecticut Sun,65,Chicago Sky,73,Box Score
Fri Jul 18 2008,Seattle Storm,65,Indiana Fever,59,Box Score
Fri Jul 18 2008,Atlanta Dream,73,Sacramento Monarchs,77,Box Score
Fri Jul 18 2008,Detroit Shock,99,Washington Mystics,62,Box Score
Sat Jul 19 2008,Los Angeles Sparks,72,Houston Comets,75,Box Score
Sat Jul 19 2008,Indiana Fever,71,New York Liberty,55,Box Score
Sat Jul 19 2008,Atlanta Dream,84,Phoenix Mercury,110,Box Score
Sat Jul 19 2008,Minnesota Lynx,87,San Antonio Silver Stars,74,Box Score
Sun Jul 20 2008,Chicago Sky,67,Connecticut Sun,74,Box Score
Sun Jul 20 2008,Sacramento Monarchs,88,Detroit Shock,85,Box Score
Sun Jul 20 2008,Seattle Storm,57,Washington Mystics,89,Box Score
Tue Jul 22 2008,Sacramento Monarchs,79,Atlanta Dream,66,Box Score
Tue Jul 22 2008,Indiana Fever,60,Chicago Sky,68,Box Score
Tue Jul 22 2008,Los Angeles Sparks,84,Detroit Shock,81,Box Score
Tue Jul 22 2008,Phoenix Mercury,92,Houston Comets,94,Box Score
Tue Jul 22 2008,Seattle Storm,76,Minnesota Lynx,73,Box Score
Wed Jul 23 2008,New York Liberty,80,Washington Mystics,73,Box Score
Thu Jul 24 2008,Los Angeles Sparks,61,Connecticut Sun,87,Box Score
Thu Jul 24 2008,Detroit Shock,61,Houston Comets,79,Box Score
Thu Jul 24 2008,Minnesota Lynx,84,Indiana Fever,80,Box Score
Thu Jul 24 2008,Phoenix Mercury,74,Sacramento Monarchs,83,Box Score
Thu Jul 24 2008,Chicago Sky,67,San Antonio Silver Stars,78,Box Score
Fri Jul 25 2008,Washington Mystics,81,Atlanta Dream,75,Box Score
Fri Jul 25 2008,San Antonio Silver Stars,68,Minnesota Lynx,78,Box Score
Fri Jul 25 2008,Los Angeles Sparks,68,New York Liberty,69,Box Score
Fri Jul 25 2008,Seattle Storm,80,Phoenix Mercury,94,Box Score
Sat Jul 26 2008,Chicago Sky,65,Houston Comets,79,Box Score
Sat Jul 26 2008,Indiana Fever,62,Sacramento Monarchs,70,Box Score
Sun Jul 27 2008,New York Liberty,86,Atlanta Dream,76,Box Score
Sun Jul 27 2008,San Antonio Silver Stars,76,Detroit Shock,64,Box Score
Sun Jul 27 2008,Los Angeles Sparks,92,Minnesota Lynx,84,Box Score
Sun Jul 27 2008,Indiana Fever,88,Phoenix Mercury,84,Box Score
Sun Jul 27 2008,Sacramento Monarchs,71,Seattle Storm,77,Box Score
Sun Jul 27 2008,Connecticut Sun,82,Washington Mystics,60,Box Score
Thu Aug 28 2008,Connecticut Sun,84,Indiana Fever,58,Box Score
Thu Aug 28 2008,Sacramento Monarchs,63,Los Angeles Sparks,78,Box Score
Thu Aug 28 2008,Chicago Sky,69,New York Liberty,60,Box Score
Thu Aug 28 2008,San Antonio Silver Stars,77,Phoenix Mercury,55,Box Score
Thu Aug 28 2008,Houston Comets,49,Seattle Storm,66,Box Score
Fri Aug 29 2008,Connecticut Sun,98,Atlanta Dream,72,Box Score
Fri Aug 29 2008,New York Liberty,69,Detroit Shock,83,Box Score
Fri Aug 29 2008,Chicago Sky,79,Washington Mystics,75,Box Score
Sat Aug 30 2008,Atlanta Dream,72,Indiana Fever,87,Box Score
Sat Aug 30 2008,San Antonio Silver Stars,53,Los Angeles Sparks,58,Box Score
Sat Aug 30 2008,Washington Mystics,78,Minnesota Lynx,92,Box Score
Sat Aug 30 2008,Houston Comets,65,Sacramento Monarchs,80,Box Score
Sun Aug 31 2008,Detroit Shock,81,Chicago Sky,82,Box Score
Sun Aug 31 2008,Seattle Storm,76,Connecticut Sun,80,Box Score
Mon Sep 1 2008,Minnesota Lynx,58,Los Angeles Sparks,82,Box Score
Tue Sep 2 2008,Seattle Storm,83,Atlanta Dream,69,Box Score
Tue Sep 2 2008,New York Liberty,90,Houston Comets,87,Box Score
Tue Sep 2 2008,Indiana Fever,79,Washington Mystics,68,Box Score
Wed Sep 3 2008,Minnesota Lynx,96,Phoenix Mercury,103,Box Score
Thu Sep 4 2008,Seattle Storm,70,Chicago Sky,62,Box Score
Fri Sep 5 2008,Chicago Sky,75,Connecticut Sun,80,Box Score
Fri Sep 5 2008,Indiana Fever,68,Detroit Shock,90,Box Score
Fri Sep 5 2008,Atlanta Dream,71,New York Liberty,82,Box Score
Fri Sep 5 2008,Sacramento Monarchs,69,Phoenix Mercury,81,Box Score
Fri Sep 5 2008,Los Angeles Sparks,58,San Antonio Silver Stars,76,Box Score
Sat Sep 6 2008,Los Angeles Sparks,84,Houston Comets,66,Box Score
Sat Sep 6 2008,Minnesota Lynx,88,Seattle Storm,96,Box Score
Sat Sep 6 2008,Detroit Shock,84,Washington Mystics,69,Box Score
Sun Sep 7 2008,San Antonio Silver Stars,85,Connecticut Sun,73,Box Score
Sun Sep 7 2008,Chicago Sky,61,New York Liberty,69,Box Score
Sun Sep 7 2008,Houston Comets,74,Phoenix Mercury,99,Box Score
Sun Sep 7 2008,Minnesota Lynx,71,Sacramento Monarchs,78,Box Score
Mon Sep 8 2008,Indiana Fever,81,Atlanta Dream,77,Box Score
Tue Sep 9 2008,Washington Mystics,59,Chicago Sky,78,Box Score
Tue Sep 9 2008,Phoenix Mercury,78,Detroit Shock,89,Box Score
Tue Sep 9 2008,Connecticut Sun,68,Houston Comets,75,Box Score
Tue Sep 9 2008,Indiana Fever,76,Minnesota Lynx,86,Box Score
Tue Sep 9 2008,San Antonio Silver Stars,82,New York Liberty,76,Box Score
Tue Sep 9 2008,Seattle Storm,74,Sacramento Monarchs,77,Box Score
Thu Sep 11 2008,Washington Mystics,66,Detroit Shock,78,Box Score
Thu Sep 11 2008,New York Liberty,59,Indiana Fever,74,Box Score
Thu Sep 11 2008,Atlanta Dream,83,Los Angeles Sparks,72,Box Score
Thu Sep 11 2008,Connecticut Sun,74,San Antonio Silver Stars,78,Box Score
Fri Sep 12 2008,New York Liberty,69,Chicago Sky,62,Box Score
Fri Sep 12 2008,Phoenix Mercury,96,Minnesota Lynx,87,Box Score
Fri Sep 12 2008,Atlanta Dream,72,Seattle Storm,77,Box Score
Sat Sep 13 2008,Washington Mystics,81,Connecticut Sun,87,Box Score
Sat Sep 13 2008,Sacramento Monarchs,69,San Antonio Silver Stars,77,Box Score
Sun Sep 14 2008,Houston Comets,79,Chicago Sky,76,Box Score
Sun Sep 14 2008,Phoenix Mercury,89,Indiana Fever,103,Box Score
Sun Sep 14 2008,Seattle Storm,48,Los Angeles Sparks,65,Box Score
Sun Sep 14 2008,Detroit Shock,61,New York Liberty,59,Box Score
Sun Sep 14 2008,Minnesota Lynx,96,Washington Mystics,70,Box Score
Mon Sep 15 2008,Sacramento Monarchs,81,Houston Comets,90,Box Score
Thu Sep 18 2008,Connecticut Sun,63,New York Liberty,72,Box Score
Thu Sep 18 2008,San Antonio Silver Stars,85,Sacramento Monarchs,78,Box Score
Fri Sep 19 2008,Detroit Shock,81,Indiana Fever,72,Box Score
Fri Sep 19 2008,Seattle Storm,69,Los Angeles Sparks,77,Box Score
Sat Sep 20 2008,New York Liberty,70,Connecticut Sun,73,Box Score
Sat Sep 20 2008,Sacramento Monarchs,84,San Antonio Silver Stars,67,Box Score
Sun Sep 21 2008,Indiana Fever,89,Detroit Shock,82,Box Score
Sun Sep 21 2008,Los Angeles Sparks,50,Seattle Storm,64,Box Score
Mon Sep 22 2008,New York Liberty,66,Connecticut Sun,62,Box Score
Mon Sep 22 2008,Sacramento Monarchs,81,San Antonio Silver Stars,86,Box Score
Tue Sep 23 2008,Indiana Fever,61,Detroit Shock,80,Box Score
Tue Sep 23 2008,Los Angeles Sparks,71,Seattle Storm,64,Box Score
Thu Sep 25 2008,San Antonio Silver Stars,70,Los Angeles Sparks,85,Box Score
Fri Sep 26 2008,Detroit Shock,56,New York Liberty,60,Box Score
Sat Sep 27 2008,Los Angeles Sparks,66,San Antonio Silver Stars,67,Box Score
Sun Sep 28 2008,New York Liberty,55,Detroit Shock,64,Box Score
Sun Sep 28 2008,Los Angeles Sparks,72,San Antonio Silver Stars,76,Box Score
Mon Sep 29 2008,New York Liberty,73,Detroit Shock,75,Box Score
Wed Oct 1 2008,Detroit Shock,77,San Antonio Silver Stars,69,Box Score
Fri Oct 3 2008,Detroit Shock,69,San Antonio Silver Stars,61,Box Score
Sun Oct 5 2008,San Antonio Silver Stars,60,Detroit Shock,76,Box Score
