Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Sat Jul 24 2004,Indiana Fever,56,Phoenix Mercury,71,Box Score
Sat Jul 24 2004,Houston Comets,63,Seattle Storm,67,Box Score
Sun Jul 25 2004,Indiana Fever,62,Sacramento Monarchs,71,Box Score
Tue Jul 27 2004,Seattle Storm,55,Houston Comets,80,Box Score
Wed Jul 28 2004,Charlotte Sting,63,Indiana Fever,53,Box Score
Wed Jul 28 2004,San Antonio Silver Stars,53,Minnesota Lynx,66,Box Score
Wed Jul 28 2004,Detroit Shock,73,Washington Mystics,65,Box Score
Thu Jul 29 2004,Los Angeles Sparks,85,Sacramento Monarchs,80,Box Score
Fri Jul 30 2004,New York Liberty,79,Detroit Shock,88,Box Score
Fri Jul 30 2004,Seattle Storm,70,Minnesota Lynx,55,Box Score
Fri Jul 30 2004,Phoenix Mercury,68,San Antonio Silver Stars,59,Box Score
Fri Jul 30 2004,Connecticut Sun,68,Washington Mystics,69,Box Score
Sat Jul 31 2004,Indiana Fever,54,Houston Comets,62,Box Score
Sat Jul 31 2004,Connecticut Sun,66,New York Liberty,80,Box Score
Sat Jul 31 2004,Charlotte Sting,61,Sacramento Monarchs,62,Box Score
Sat Jul 31 2004,Los Angeles Sparks,79,San Antonio Silver Stars,67,Box Score
Sun Aug 1 2004,Minnesota Lynx,59,Detroit Shock,58,Box Score
Sun Aug 1 2004,Charlotte Sting,55,Seattle Storm,87,Box Score
Sun Aug 1 2004,Phoenix Mercury,62,Washington Mystics,82,Box Score
Wed Sep 1 2004,Connecticut Sun,55,Charlotte Sting,62,Box Score
Wed Sep 1 2004,Phoenix Mercury,63,Detroit Shock,58,Box Score
Wed Sep 1 2004,Minnesota Lynx,72,Houston Comets,64,Box Score
Wed Sep 1 2004,San Antonio Silver Stars,69,Los Angeles Sparks,77,Box Score
Wed Sep 1 2004,Sacramento Monarchs,73,Seattle Storm,65,Box Score
Wed Sep 1 2004,Indiana Fever,75,Washington Mystics,58,Box Score
Thu Sep 2 2004,Charlotte Sting,52,New York Liberty,56,Box Score
Thu Sep 2 2004,San Antonio Silver Stars,64,Sacramento Monarchs,66,Box Score
Fri Sep 3 2004,New York Liberty,43,Connecticut Sun,61,Box Score
Fri Sep 3 2004,Phoenix Mercury,70,Houston Comets,60,Box Score
Fri Sep 3 2004,Seattle Storm,81,Los Angeles Sparks,82,Box Score
Fri Sep 3 2004,Indiana Fever,69,Minnesota Lynx,61,Box Score
Sat Sep 4 2004,Detroit Shock,66,Charlotte Sting,58,Box Score
Sat Sep 4 2004,Washington Mystics,42,Indiana Fever,69,Box Score
Sat Sep 4 2004,Seattle Storm,55,Phoenix Mercury,63,Box Score
Sat Sep 4 2004,Sacramento Monarchs,80,San Antonio Silver Stars,70,Box Score
Tue Sep 7 2004,Sacramento Monarchs,63,Washington Mystics,67,Box Score
Wed Sep 8 2004,Charlotte Sting,72,Minnesota Lynx,68,Box Score
Wed Sep 8 2004,Los Angeles Sparks,58,Phoenix Mercury,72,Box Score
Wed Sep 8 2004,Detroit Shock,67,Seattle Storm,86,Box Score
Thu Sep 9 2004,Sacramento Monarchs,69,Charlotte Sting,74,Box Score
Thu Sep 9 2004,Detroit Shock,63,Los Angeles Sparks,81,Box Score
Thu Sep 9 2004,Houston Comets,72,San Antonio Silver Stars,77,Box Score
Thu Sep 9 2004,New York Liberty,59,Washington Mystics,71,Box Score
Fri Sep 10 2004,San Antonio Silver Stars,82,Indiana Fever,65,Box Score
Fri Sep 10 2004,Seattle Storm,61,Minnesota Lynx,64,Box Score
Fri Sep 10 2004,Connecticut Sun,77,New York Liberty,66,Box Score
Sat Sep 11 2004,Minnesota Lynx,50,Charlotte Sting,60,Box Score
Sat Sep 11 2004,Detroit Shock,80,Phoenix Mercury,72,Box Score
Sun Sep 12 2004,Seattle Storm,64,Connecticut Sun,71,Box Score
Sun Sep 12 2004,Sacramento Monarchs,52,Los Angeles Sparks,65,Box Score
Sun Sep 12 2004,San Antonio Silver Stars,62,New York Liberty,64,Box Score
Sun Sep 12 2004,Houston Comets,63,Washington Mystics,75,Box Score
Mon Sep 13 2004,Seattle Storm,76,Indiana Fever,70,Box Score
Tue Sep 14 2004,New York Liberty,71,Detroit Shock,82,Box Score
Tue Sep 14 2004,Minnesota Lynx,59,Houston Comets,70,Box Score
Tue Sep 14 2004,Phoenix Mercury,60,Los Angeles Sparks,73,Box Score
Wed Sep 15 2004,Connecticut Sun,81,Charlotte Sting,67,Box Score
Wed Sep 15 2004,Washington Mystics,84,San Antonio Silver Stars,73,Box Score
Wed Sep 15 2004,Phoenix Mercury,58,Seattle Storm,73,Box Score
Thu Sep 16 2004,Sacramento Monarchs,71,Houston Comets,62,Box Score
Thu Sep 16 2004,Indiana Fever,71,New York Liberty,77,Box Score
Fri Sep 17 2004,New York Liberty,69,Connecticut Sun,66,Box Score
Fri Sep 17 2004,Minnesota Lynx,78,Los Angeles Sparks,66,Box Score
Fri Sep 17 2004,Washington Mystics,74,Phoenix Mercury,67,Box Score
Fri Sep 17 2004,Charlotte Sting,65,San Antonio Silver Stars,82,Box Score
Sat Sep 18 2004,Houston Comets,48,Sacramento Monarchs,68,Box Score
Sat Sep 18 2004,Los Angeles Sparks,83,Seattle Storm,80,Box Score
Sun Sep 19 2004,Indiana Fever,60,Connecticut Sun,80,Box Score
Sun Sep 19 2004,Charlotte Sting,54,Detroit Shock,68,Box Score
Sun Sep 19 2004,Washington Mystics,75,New York Liberty,79,Box Score
Sun Sep 19 2004,Houston Comets,64,Phoenix Mercury,78,Box Score
Sun Sep 19 2004,Minnesota Lynx,63,Sacramento Monarchs,72,Box Score
Fri Sep 24 2004,New York Liberty,75,Detroit Shock,62,Box Score
Fri Sep 24 2004,Los Angeles Sparks,52,Sacramento Monarchs,72,Box Score
Sat Sep 25 2004,Seattle Storm,70,Minnesota Lynx,58,Box Score
Sat Sep 25 2004,Connecticut Sun,59,Washington Mystics,67,Box Score
Sun Sep 26 2004,Sacramento Monarchs,57,Los Angeles Sparks,71,Box Score
Sun Sep 26 2004,Detroit Shock,76,New York Liberty,66,Box Score
Mon Sep 27 2004,Washington Mystics,70,Connecticut Sun,80,Box Score
Mon Sep 27 2004,Minnesota Lynx,54,Seattle Storm,64,Box Score
Tue Sep 28 2004,Sacramento Monarchs,73,Los Angeles Sparks,58,Box Score
Tue Sep 28 2004,Detroit Shock,64,New York Liberty,66,Box Score
Wed Sep 29 2004,Washington Mystics,56,Connecticut Sun,76,Box Score
Fri Oct 1 2004,Connecticut Sun,61,New York Liberty,51,Box Score
Fri Oct 1 2004,Seattle Storm,72,Sacramento Monarchs,74,Box Score
Sun Oct 3 2004,New York Liberty,57,Connecticut Sun,60,Box Score
Sun Oct 3 2004,Sacramento Monarchs,54,Seattle Storm,66,Box Score
Tue Oct 5 2004,Sacramento Monarchs,62,Seattle Storm,82,Box Score
Fri Oct 8 2004,Seattle Storm,64,Connecticut Sun,68,Box Score
Sun Oct 10 2004,Connecticut Sun,65,Seattle Storm,67,Box Score
Tue Oct 12 2004,Connecticut Sun,60,Seattle Storm,74,Box Score
