Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Tue Jun 23 2009,Phoenix Mercury,87,San Antonio Silver Stars,91,Box Score
Thu Jun 25 2009,Phoenix Mercury,93,Washington Mystics,87,Box Score
Fri Jun 26 2009,Detroit Shock,86,Atlanta Dream,96,Box Score
Fri Jun 26 2009,Indiana Fever,82,New York Liberty,81,Box Score
Fri Jun 26 2009,Sacramento Monarchs,52,San Antonio Silver Stars,62,Box Score
Fri Jun 26 2009,Los Angeles Sparks,67,Seattle Storm,69,Box Score
Sat Jun 27 2009,Washington Mystics,63,Chicago Sky,68,Box Score
Sat Jun 27 2009,Atlanta Dream,68,Connecticut Sun,82,Box Score
Sat Jun 27 2009,New York Liberty,54,Indiana Fever,63,Box Score
Sat Jun 27 2009,Phoenix Mercury,80,Minnesota Lynx,109,Box Score
Sun Jun 28 2009,Sacramento Monarchs,72,Detroit Shock,86,Box Score
Sun Jun 28 2009,Seattle Storm,55,Los Angeles Sparks,82,Box Score
Tue Jun 30 2009,Minnesota Lynx,91,Atlanta Dream,85,Box Score
Tue Jun 30 2009,Sacramento Monarchs,72,Chicago Sky,74,Box Score
Tue Jun 30 2009,Washington Mystics,84,San Antonio Silver Stars,82,Box Score
Wed Jul 1 2009,Seattle Storm,81,Phoenix Mercury,93,Box Score
Thu Jul 2 2009,Connecticut Sun,53,Indiana Fever,67,Box Score
Thu Jul 2 2009,Sacramento Monarchs,74,Minnesota Lynx,68,Box Score
Thu Jul 2 2009,Detroit Shock,64,New York Liberty,80,Box Score
Fri Jul 3 2009,Washington Mystics,65,Atlanta Dream,72,Box Score
Fri Jul 3 2009,Chicago Sky,72,San Antonio Silver Stars,85,Box Score
Sun Jul 5 2009,Connecticut Sun,95,Detroit Shock,92,Box Score
Sun Jul 5 2009,Atlanta Dream,74,Indiana Fever,78,Box Score
Sun Jul 5 2009,Phoenix Mercury,104,Los Angeles Sparks,89,Box Score
Tue Jul 7 2009,Connecticut Sun,67,Atlanta Dream,72,Box Score
Tue Jul 7 2009,Washington Mystics,94,Minnesota Lynx,96,Box Score
Tue Jul 7 2009,Chicago Sky,73,Sacramento Monarchs,83,Box Score
Tue Jul 7 2009,San Antonio Silver Stars,53,Seattle Storm,66,Box Score
Wed Jul 8 2009,Chicago Sky,70,Phoenix Mercury,90,Box Score
Thu Jul 9 2009,Los Angeles Sparks,69,New York Liberty,60,Box Score
Thu Jul 9 2009,Sacramento Monarchs,55,Seattle Storm,66,Box Score
Fri Jul 10 2009,Indiana Fever,83,Chicago Sky,54,Box Score
Fri Jul 10 2009,San Antonio Silver Stars,77,Minnesota Lynx,61,Box Score
Sat Jul 11 2009,Detroit Shock,79,Connecticut Sun,77,Box Score
Sat Jul 11 2009,Atlanta Dream,69,New York Liberty,71,Box Score
Sat Jul 11 2009,Phoenix Mercury,107,Sacramento Monarchs,105,Box Score
Sat Jul 11 2009,Los Angeles Sparks,63,Washington Mystics,75,Box Score
Sun Jul 12 2009,Minnesota Lynx,83,San Antonio Silver Stars,76,Box Score
Sun Jul 12 2009,Chicago Sky,86,Seattle Storm,81,Box Score
Tue Jul 14 2009,Los Angeles Sparks,71,Connecticut Sun,82,Box Score
Wed Jul 15 2009,Chicago Sky,74,Indiana Fever,84,Box Score
Wed Jul 15 2009,Atlanta Dream,91,Minnesota Lynx,77,Box Score
Wed Jul 15 2009,Sacramento Monarchs,81,Phoenix Mercury,100,Box Score
Wed Jul 15 2009,Detroit Shock,66,Seattle Storm,63,Box Score
Wed Jul 15 2009,San Antonio Silver Stars,79,Washington Mystics,78,Box Score
Fri Jul 17 2009,Atlanta Dream,79,Indiana Fever,84,Box Score
Fri Jul 17 2009,Seattle Storm,69,Sacramento Monarchs,56,Box Score
Fri Jul 17 2009,Connecticut Sun,72,San Antonio Silver Stars,64,Box Score
Sat Jul 18 2009,Detroit Shock,90,Phoenix Mercury,97,Box Score
Sat Jul 18 2009,New York Liberty,67,Washington Mystics,68,Box Score
Sun Jul 19 2009,San Antonio Silver Stars,75,Chicago Sky,85,Box Score
Sun Jul 19 2009,Indiana Fever,61,Connecticut Sun,67,Box Score
Sun Jul 19 2009,Atlanta Dream,86,New York Liberty,89,Box Score
Sun Jul 19 2009,Detroit Shock,69,Sacramento Monarchs,65,Box Score
Sun Jul 19 2009,Minnesota Lynx,69,Seattle Storm,72,Box Score
Tue Jul 21 2009,Indiana Fever,82,Washington Mystics,70,Box Score
Wed Jul 22 2009,New York Liberty,77,Chicago Sky,70,Box Score
Wed Jul 22 2009,Sacramento Monarchs,75,Connecticut Sun,83,Box Score
Wed Jul 22 2009,Atlanta Dream,98,Detroit Shock,95,Box Score
Wed Jul 22 2009,Minnesota Lynx,99,Phoenix Mercury,86,Box Score
Wed Jul 22 2009,Los Angeles Sparks,87,Seattle Storm,98,Box Score
Thu Jul 23 2009,Sacramento Monarchs,88,New York Liberty,73,Box Score
Thu Jul 23 2009,Indiana Fever,65,San Antonio Silver Stars,84,Box Score
Thu Jul 23 2009,Chicago Sky,64,Washington Mystics,75,Box Score
Sun Jul 26 2009,Phoenix Mercury,94,New York Liberty,88,Box Score
Sun Jul 26 2009,Sacramento Monarchs,73,Washington Mystics,87,Box Score
Tue Jul 28 2009,Phoenix Mercury,95,Connecticut Sun,80,Box Score
Tue Jul 28 2009,Washington Mystics,81,Indiana Fever,85,Box Score
Tue Jul 28 2009,Los Angeles Sparks,76,Minnesota Lynx,70,Box Score
Tue Jul 28 2009,Seattle Storm,71,San Antonio Silver Stars,74,Box Score
Wed Jul 29 2009,Los Angeles Sparks,63,Chicago Sky,75,Box Score
Thu Jul 30 2009,Phoenix Mercury,76,Atlanta Dream,106,Box Score
Thu Jul 30 2009,Connecticut Sun,85,Indiana Fever,94,Box Score
Thu Jul 30 2009,Washington Mystics,78,New York Liberty,75,Box Score
Thu Jul 30 2009,San Antonio Silver Stars,93,Sacramento Monarchs,101,Box Score
Fri Jul 31 2009,Minnesota Lynx,83,Detroit Shock,91,Box Score
Sat Aug 1 2009,New York Liberty,83,Atlanta Dream,89,Box Score
Sat Aug 1 2009,Connecticut Sun,72,Chicago Sky,84,Box Score
Sat Aug 1 2009,Phoenix Mercury,87,Minnesota Lynx,74,Box Score
Sat Aug 1 2009,Los Angeles Sparks,59,Sacramento Monarchs,56,Box Score
Sat Aug 1 2009,San Antonio Silver Stars,82,Seattle Storm,85,Box Score
Sun Aug 2 2009,Connecticut Sun,83,Detroit Shock,65,Box Score
Sun Aug 2 2009,Indiana Fever,87,Washington Mystics,79,Box Score
Tue Aug 4 2009,New York Liberty,64,Detroit Shock,76,Box Score
Tue Aug 4 2009,San Antonio Silver Stars,63,Los Angeles Sparks,59,Box Score
Tue Aug 4 2009,Phoenix Mercury,101,Seattle Storm,90,Box Score
Wed Aug 5 2009,Chicago Sky,67,Indiana Fever,76,Box Score
Thu Aug 6 2009,Seattle Storm,75,Los Angeles Sparks,79,Box Score
Thu Aug 6 2009,Atlanta Dream,92,San Antonio Silver Stars,84,Box Score
Fri Aug 7 2009,Connecticut Sun,88,Minnesota Lynx,95,Box Score
Fri Aug 7 2009,New York Liberty,84,Sacramento Monarchs,66,Box Score
Fri Aug 7 2009,Detroit Shock,66,Washington Mystics,70,Box Score
Sat Aug 8 2009,Chicago Sky,82,Atlanta Dream,80,Box Score
Sat Aug 8 2009,Indiana Fever,90,Phoenix Mercury,83,Box Score
Sat Aug 8 2009,New York Liberty,69,Seattle Storm,70,Box Score
Sun Aug 9 2009,Washington Mystics,67,Connecticut Sun,96,Box Score
Sun Aug 9 2009,Chicago Sky,58,Detroit Shock,64,Box Score
Sun Aug 9 2009,San Antonio Silver Stars,89,Minnesota Lynx,87,Box Score
Mon Aug 10 2009,Indiana Fever,63,Los Angeles Sparks,75,Box Score
Tue Aug 11 2009,New York Liberty,65,Los Angeles Sparks,61,Box Score
Tue Aug 11 2009,Sacramento Monarchs,90,San Antonio Silver Stars,73,Box Score
Tue Aug 11 2009,Detroit Shock,81,Washington Mystics,77,Box Score
Thu Aug 13 2009,Detroit Shock,75,Atlanta Dream,80,Box Score
Thu Aug 13 2009,Seattle Storm,53,Connecticut Sun,64,Box Score
Thu Aug 13 2009,Indiana Fever,91,Minnesota Lynx,81,Box Score
Thu Aug 13 2009,San Antonio Silver Stars,83,Phoenix Mercury,95,Box Score
Fri Aug 14 2009,Sacramento Monarchs,85,Los Angeles Sparks,79,Box Score
Fri Aug 14 2009,Chicago Sky,88,New York Liberty,77,Box Score
Fri Aug 14 2009,Connecticut Sun,89,Washington Mystics,91,Box Score
Sat Aug 15 2009,Seattle Storm,79,Atlanta Dream,88,Box Score
Sat Aug 15 2009,Minnesota Lynx,76,Chicago Sky,79,Box Score
Sat Aug 15 2009,Detroit Shock,59,Indiana Fever,82,Box Score
Sat Aug 15 2009,Los Angeles Sparks,78,Sacramento Monarchs,61,Box Score
Sat Aug 15 2009,Phoenix Mercury,89,San Antonio Silver Stars,106,Box Score
Sun Aug 16 2009,New York Liberty,60,Washington Mystics,59,Box Score
Tue Aug 18 2009,Phoenix Mercury,106,Chicago Sky,99,Box Score
Tue Aug 18 2009,Seattle Storm,79,Detroit Shock,75,Box Score
Tue Aug 18 2009,Washington Mystics,69,Los Angeles Sparks,72,Box Score
Wed Aug 19 2009,New York Liberty,69,Connecticut Sun,74,Box Score
Wed Aug 19 2009,Minnesota Lynx,63,Los Angeles Sparks,78,Box Score
Thu Aug 20 2009,San Antonio Silver Stars,87,Atlanta Dream,93,Box Score
Thu Aug 20 2009,Indiana Fever,62,Sacramento Monarchs,67,Box Score
Fri Aug 21 2009,Connecticut Sun,83,New York Liberty,85,Box Score
Fri Aug 21 2009,Washington Mystics,91,Phoenix Mercury,81,Box Score
Fri Aug 21 2009,Los Angeles Sparks,67,San Antonio Silver Stars,66,Box Score
Sat Aug 22 2009,Detroit Shock,76,Chicago Sky,67,Box Score
Sat Aug 22 2009,Minnesota Lynx,94,Connecticut Sun,98,Box Score
Sat Aug 22 2009,Washington Mystics,60,Sacramento Monarchs,82,Box Score
Sat Aug 22 2009,Indiana Fever,60,Seattle Storm,74,Box Score
Sun Aug 23 2009,Los Angeles Sparks,91,Atlanta Dream,87,Box Score
Sun Aug 23 2009,San Antonio Silver Stars,84,Detroit Shock,99,Box Score
Sun Aug 23 2009,Minnesota Lynx,67,New York Liberty,80,Box Score
Tue Aug 25 2009,Sacramento Monarchs,83,Atlanta Dream,103,Box Score
Tue Aug 25 2009,Detroit Shock,90,Connecticut Sun,70,Box Score
Tue Aug 25 2009,Chicago Sky,63,Los Angeles Sparks,75,Box Score
Tue Aug 25 2009,Washington Mystics,68,Seattle Storm,78,Box Score
Thu Aug 27 2009,Atlanta Dream,83,Detroit Shock,87,Box Score
Thu Aug 27 2009,San Antonio Silver Stars,66,Indiana Fever,77,Box Score
Thu Aug 27 2009,Phoenix Mercury,98,Los Angeles Sparks,90,Box Score
Thu Aug 27 2009,Connecticut Sun,74,Seattle Storm,86,Box Score
Fri Aug 28 2009,New York Liberty,77,Chicago Sky,96,Box Score
Fri Aug 28 2009,Sacramento Monarchs,95,Minnesota Lynx,100,Box Score
Sat Aug 29 2009,Sacramento Monarchs,79,Indiana Fever,78,Box Score
Sat Aug 29 2009,Connecticut Sun,84,Phoenix Mercury,95,Box Score
Sat Aug 29 2009,Detroit Shock,88,San Antonio Silver Stars,100,Box Score
Sat Aug 29 2009,Atlanta Dream,84,Seattle Storm,91,Box Score
Sun Aug 30 2009,Connecticut Sun,81,Los Angeles Sparks,91,Box Score
Sun Aug 30 2009,Chicago Sky,63,New York Liberty,77,Box Score
Sun Aug 30 2009,Minnesota Lynx,75,Washington Mystics,81,Box Score
Tue Sep 1 2009,Phoenix Mercury,99,Detroit Shock,101,Box Score
Tue Sep 1 2009,Atlanta Dream,84,Los Angeles Sparks,79,Box Score
Tue Sep 1 2009,Seattle Storm,65,New York Liberty,58,Box Score
Tue Sep 1 2009,Connecticut Sun,70,Sacramento Monarchs,90,Box Score
Tue Sep 1 2009,Minnesota Lynx,82,San Antonio Silver Stars,84,Box Score
Wed Sep 2 2009,Phoenix Mercury,106,Indiana Fever,90,Box Score
Thu Sep 3 2009,Seattle Storm,67,Washington Mystics,78,Box Score
Fri Sep 4 2009,Washington Mystics,86,Chicago Sky,92,Box Score
Fri Sep 4 2009,New York Liberty,85,Connecticut Sun,88,Box Score
Fri Sep 4 2009,Indiana Fever,63,Detroit Shock,70,Box Score
Fri Sep 4 2009,Atlanta Dream,98,Sacramento Monarchs,90,Box Score
Sat Sep 5 2009,Seattle Storm,68,Minnesota Lynx,76,Box Score
Sat Sep 5 2009,Atlanta Dream,82,Phoenix Mercury,100,Box Score
Sat Sep 5 2009,Los Angeles Sparks,72,San Antonio Silver Stars,89,Box Score
Sun Sep 6 2009,Chicago Sky,75,Detroit Shock,84,Box Score
Sun Sep 6 2009,Washington Mystics,61,Indiana Fever,72,Box Score
Tue Sep 8 2009,San Antonio Silver Stars,68,Los Angeles Sparks,76,Box Score
Tue Sep 8 2009,Indiana Fever,69,New York Liberty,63,Box Score
Wed Sep 9 2009,Detroit Shock,72,Minnesota Lynx,75,Box Score
Thu Sep 10 2009,Indiana Fever,79,Chicago Sky,86,Box Score
Thu Sep 10 2009,New York Liberty,87,Detroit Shock,94,Box Score
Thu Sep 10 2009,San Antonio Silver Stars,80,Sacramento Monarchs,71,Box Score
Thu Sep 10 2009,Phoenix Mercury,92,Seattle Storm,84,Box Score
Fri Sep 11 2009,Connecticut Sun,64,Atlanta Dream,88,Box Score
Fri Sep 11 2009,Minnesota Lynx,61,Los Angeles Sparks,90,Box Score
Sat Sep 12 2009,Detroit Shock,80,Chicago Sky,69,Box Score
Sat Sep 12 2009,Seattle Storm,64,San Antonio Silver Stars,55,Box Score
Sat Sep 12 2009,Atlanta Dream,64,Washington Mystics,82,Box Score
Sun Sep 13 2009,Indiana Fever,85,Connecticut Sun,95,Box Score
Sun Sep 13 2009,Washington Mystics,65,New York Liberty,86,Box Score
Sun Sep 13 2009,Los Angeles Sparks,81,Phoenix Mercury,78,Box Score
Sun Sep 13 2009,Minnesota Lynx,66,Sacramento Monarchs,88,Box Score
Wed Sep 16 2009,Atlanta Dream,89,Detroit Shock,94,Box Score
Wed Sep 16 2009,Seattle Storm,63,Los Angeles Sparks,70,Box Score
Thu Sep 17 2009,Phoenix Mercury,91,San Antonio Silver Stars,92,Box Score
Thu Sep 17 2009,Indiana Fever,88,Washington Mystics,79,Box Score
Fri Sep 18 2009,Detroit Shock,94,Atlanta Dream,79,Box Score
Fri Sep 18 2009,Los Angeles Sparks,74,Seattle Storm,75,Box Score
Sat Sep 19 2009,Washington Mystics,74,Indiana Fever,81,Box Score
Sat Sep 19 2009,San Antonio Silver Stars,78,Phoenix Mercury,106,Box Score
Sun Sep 20 2009,Los Angeles Sparks,75,Seattle Storm,64,Box Score
Mon Sep 21 2009,San Antonio Silver Stars,92,Phoenix Mercury,100,Box Score
Wed Sep 23 2009,Indiana Fever,56,Detroit Shock,72,Box Score
Wed Sep 23 2009,Phoenix Mercury,103,Los Angeles Sparks,94,Box Score
Fri Sep 25 2009,Detroit Shock,75,Indiana Fever,79,Box Score
Fri Sep 25 2009,Los Angeles Sparks,87,Phoenix Mercury,76,Box Score
Sat Sep 26 2009,Detroit Shock,67,Indiana Fever,72,Box Score
Sat Sep 26 2009,Los Angeles Sparks,74,Phoenix Mercury,85,Box Score
Tue Sep 29 2009,Indiana Fever,116,Phoenix Mercury,120,Box Score
Thu Oct 1 2009,Indiana Fever,93,Phoenix Mercury,84,Box Score
Sun Oct 4 2009,Phoenix Mercury,85,Indiana Fever,86,Box Score
Wed Oct 7 2009,Phoenix Mercury,90,Indiana Fever,77,Box Score
Fri Oct 9 2009,Indiana Fever,86,Phoenix Mercury,94,Box Score
