Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Wed Jul 13 2011,Atlanta Dream,69,New York Liberty,91,Box Score
Thu Jul 14 2011,Seattle Storm,66,San Antonio Silver Stars,69,Box Score
Fri Jul 15 2011,Minnesota Lynx,80,Indiana Fever,70,Box Score
Fri Jul 15 2011,Connecticut Sun,68,New York Liberty,59,Box Score
Fri Jul 15 2011,Washington Mystics,64,Phoenix Mercury,78,Box Score
Fri Jul 15 2011,Los Angeles Sparks,79,Tulsa Shock,74,Box Score
Sat Jul 16 2011,Chicago Sky,68,Atlanta Dream,76,Box Score
Sat Jul 16 2011,Seattle Storm,62,Minnesota Lynx,69,Box Score
Sun Jul 17 2011,Indiana Fever,71,Connecticut Sun,76,Box Score
Sun Jul 17 2011,Washington Mystics,89,Los Angeles Sparks,85,Box Score
Sun Jul 17 2011,Tulsa Shock,57,New York Liberty,88,Box Score
Mon Jul 18 2011,San Antonio Silver Stars,79,Los Angeles Sparks,69,Box Score
Tue Jul 19 2011,Indiana Fever,74,Atlanta Dream,84,Box Score
Tue Jul 19 2011,Seattle Storm,69,Chicago Sky,78,Box Score
Tue Jul 19 2011,New York Liberty,79,Connecticut Sun,85,Box Score
Wed Jul 20 2011,Minnesota Lynx,106,Phoenix Mercury,98,Box Score
Wed Jul 20 2011,Atlanta Dream,86,Washington Mystics,79,Box Score
Thu Jul 21 2011,Chicago Sky,63,Indiana Fever,77,Box Score
Thu Jul 21 2011,San Antonio Silver Stars,55,Seattle Storm,73,Box Score
Tue Jul 26 2011,Connecticut Sun,77,Chicago Sky,66,Box Score
Tue Jul 26 2011,Los Angeles Sparks,72,Minnesota Lynx,85,Box Score
Tue Jul 26 2011,Seattle Storm,83,Phoenix Mercury,77,Box Score
Tue Jul 26 2011,Atlanta Dream,76,Tulsa Shock,68,Box Score
Tue Jul 26 2011,San Antonio Silver Stars,73,Washington Mystics,67,Box Score
Thu Jul 28 2011,Los Angeles Sparks,80,Atlanta Dream,89,Box Score
Thu Jul 28 2011,Indiana Fever,69,Connecticut Sun,58,Box Score
Thu Jul 28 2011,Washington Mystics,71,New York Liberty,75,Box Score
Thu Jul 28 2011,Phoenix Mercury,91,San Antonio Silver Stars,102,Box Score
Thu Jul 28 2011,Chicago Sky,64,Tulsa Shock,55,Box Score
Fri Jul 29 2011,Seattle Storm,67,Minnesota Lynx,92,Box Score
Fri Jul 29 2011,Indiana Fever,61,Washington Mystics,59,Box Score
Sat Jul 30 2011,Los Angeles Sparks,88,Chicago Sky,84,Box Score
Sat Jul 30 2011,Phoenix Mercury,91,New York Liberty,84,Box Score
Sat Jul 30 2011,Seattle Storm,89,Tulsa Shock,72,Box Score
Sun Jul 31 2011,Atlanta Dream,92,Connecticut Sun,99,Box Score
Sun Jul 31 2011,Los Angeles Sparks,63,Indiana Fever,98,Box Score
Sun Jul 31 2011,Minnesota Lynx,70,San Antonio Silver Stars,69,Box Score
Tue Aug 2 2011,New York Liberty,85,Atlanta Dream,75,Box Score
Tue Aug 2 2011,Phoenix Mercury,73,Minnesota Lynx,90,Box Score
Tue Aug 2 2011,San Antonio Silver Stars,64,Seattle Storm,78,Box Score
Wed Aug 3 2011,Connecticut Sun,79,Los Angeles Sparks,70,Box Score
Thu Aug 4 2011,San Antonio Silver Stars,60,Minnesota Lynx,62,Box Score
Thu Aug 4 2011,Chicago Sky,49,New York Liberty,59,Box Score
Fri Aug 5 2011,Connecticut Sun,79,Seattle Storm,81,Box Score
Fri Aug 5 2011,Indiana Fever,85,Tulsa Shock,65,Box Score
Sat Aug 6 2011,Tulsa Shock,64,San Antonio Silver Stars,72,Box Score
Sat Aug 6 2011,New York Liberty,81,Washington Mystics,91,Box Score
Sun Aug 7 2011,Seattle Storm,53,Atlanta Dream,70,Box Score
Sun Aug 7 2011,Indiana Fever,69,Chicago Sky,88,Box Score
Sun Aug 7 2011,Minnesota Lynx,84,Los Angeles Sparks,78,Box Score
Sun Aug 7 2011,Connecticut Sun,96,Phoenix Mercury,95,Box Score
Tue Aug 9 2011,Chicago Sky,58,Connecticut Sun,69,Box Score
Tue Aug 9 2011,San Antonio Silver Stars,68,Indiana Fever,81,Box Score
Tue Aug 9 2011,Tulsa Shock,66,Los Angeles Sparks,71,Box Score
Tue Aug 9 2011,Seattle Storm,56,New York Liberty,58,Box Score
Tue Aug 9 2011,Minnesota Lynx,80,Phoenix Mercury,85,Box Score
Tue Aug 9 2011,Atlanta Dream,72,Washington Mystics,70,Box Score
Thu Aug 11 2011,San Antonio Silver Stars,72,Connecticut Sun,59,Box Score
Thu Aug 11 2011,Atlanta Dream,95,Phoenix Mercury,109,Box Score
Thu Aug 11 2011,Tulsa Shock,63,Seattle Storm,77,Box Score
Fri Aug 12 2011,Minnesota Lynx,79,Chicago Sky,76,Box Score
Fri Aug 12 2011,Phoenix Mercury,90,Los Angeles Sparks,93,Box Score
Fri Aug 12 2011,New York Liberty,63,Washington Mystics,64,Box Score
Sat Aug 13 2011,Washington Mystics,75,Connecticut Sun,82,Box Score
Sat Aug 13 2011,New York Liberty,71,Indiana Fever,82,Box Score
Sat Aug 13 2011,Atlanta Dream,92,Seattle Storm,63,Box Score
Sun Aug 14 2011,Tulsa Shock,54,Minnesota Lynx,82,Box Score
Sun Aug 14 2011,Chicago Sky,85,San Antonio Silver Stars,73,Box Score
Tue Aug 16 2011,Minnesota Lynx,79,Connecticut Sun,108,Box Score
Tue Aug 16 2011,Atlanta Dream,84,Los Angeles Sparks,79,Box Score
Tue Aug 16 2011,Washington Mystics,66,New York Liberty,69,Box Score
Tue Aug 16 2011,Seattle Storm,79,Phoenix Mercury,81,Box Score
Tue Aug 16 2011,Indiana Fever,65,San Antonio Silver Stars,63,Box Score
Thu Aug 18 2011,Indiana Fever,70,Los Angeles Sparks,75,Box Score
Thu Aug 18 2011,Connecticut Sun,81,New York Liberty,84,Box Score
Thu Aug 18 2011,Minnesota Lynx,81,Washington Mystics,62,Box Score
Fri Aug 19 2011,Connecticut Sun,88,Atlanta Dream,94,Box Score
Sat Aug 20 2011,Los Angeles Sparks,68,Minnesota Lynx,87,Box Score
Sat Aug 20 2011,San Antonio Silver Stars,81,Phoenix Mercury,87,Box Score
Sat Aug 20 2011,New York Liberty,62,Seattle Storm,63,Box Score
Sat Aug 20 2011,Chicago Sky,71,Washington Mystics,70,Box Score
Sun Aug 21 2011,Atlanta Dream,87,Connecticut Sun,96,Box Score
Sun Aug 21 2011,Washington Mystics,51,Indiana Fever,83,Box Score
Sun Aug 21 2011,Los Angeles Sparks,73,Tulsa Shock,67,Box Score
Tue Aug 23 2011,Atlanta Dream,83,Chicago Sky,80,Box Score
Tue Aug 23 2011,New York Liberty,74,Phoenix Mercury,70,Box Score
Tue Aug 23 2011,San Antonio Silver Stars,55,Seattle Storm,63,Box Score
Tue Aug 23 2011,Minnesota Lynx,78,Tulsa Shock,72,Box Score
Tue Aug 23 2011,Los Angeles Sparks,86,Washington Mystics,82,Box Score
Thu Aug 25 2011,Tulsa Shock,57,Seattle Storm,74,Box Score
Fri Aug 26 2011,Washington Mystics,67,Chicago Sky,80,Box Score
Fri Aug 26 2011,Phoenix Mercury,92,Connecticut Sun,95,Box Score
Fri Aug 26 2011,Tulsa Shock,77,Los Angeles Sparks,75,Box Score
Fri Aug 26 2011,San Antonio Silver Stars,75,Minnesota Lynx,85,Box Score
Sat Aug 27 2011,Atlanta Dream,86,Indiana Fever,80,Box Score
Sun Aug 28 2011,New York Liberty,73,Chicago Sky,74,Box Score
Sun Aug 28 2011,Minnesota Lynx,72,San Antonio Silver Stars,61,Box Score
Sun Aug 28 2011,Los Angeles Sparks,63,Seattle Storm,65,Box Score
Sun Aug 28 2011,Connecticut Sun,72,Tulsa Shock,83,Box Score
Sun Aug 28 2011,Phoenix Mercury,86,Washington Mystics,79,Box Score
Tue Aug 30 2011,Indiana Fever,90,Atlanta Dream,92,Box Score
Tue Aug 30 2011,Seattle Storm,62,Los Angeles Sparks,68,Box Score
Tue Aug 30 2011,Washington Mystics,56,Minnesota Lynx,73,Box Score
Tue Aug 30 2011,Chicago Sky,67,New York Liberty,71,Box Score
Tue Aug 30 2011,Connecticut Sun,66,San Antonio Silver Stars,78,Box Score
Tue Aug 30 2011,Phoenix Mercury,96,Tulsa Shock,74,Box Score
Thu Sep 1 2011,Phoenix Mercury,68,San Antonio Silver Stars,86,Box Score
Thu Sep 1 2011,Atlanta Dream,81,Washington Mystics,85,Box Score
Fri Sep 2 2011,Washington Mystics,73,Atlanta Dream,95,Box Score
Fri Sep 2 2011,Indiana Fever,55,Connecticut Sun,83,Box Score
Fri Sep 2 2011,New York Liberty,78,Minnesota Lynx,62,Box Score
Fri Sep 2 2011,Seattle Storm,78,Tulsa Shock,72,Box Score
Sat Sep 3 2011,Los Angeles Sparks,77,Phoenix Mercury,93,Box Score
Sat Sep 3 2011,Seattle Storm,70,San Antonio Silver Stars,60,Box Score
Sun Sep 4 2011,Tulsa Shock,52,Atlanta Dream,73,Box Score
Sun Sep 4 2011,Indiana Fever,88,Chicago Sky,80,Box Score
Sun Sep 4 2011,Minnesota Lynx,86,New York Liberty,68,Box Score
Sun Sep 4 2011,Connecticut Sun,79,Washington Mystics,48,Box Score
Tue Sep 6 2011,Connecticut Sun,74,Atlanta Dream,85,Box Score
Tue Sep 6 2011,San Antonio Silver Stars,82,Los Angeles Sparks,65,Box Score
Wed Sep 7 2011,Washington Mystics,69,Indiana Fever,87,Box Score
Thu Sep 8 2011,Chicago Sky,69,Minnesota Lynx,78,Box Score
Thu Sep 8 2011,Tulsa Shock,76,Phoenix Mercury,91,Box Score
Fri Sep 9 2011,Tulsa Shock,73,Los Angeles Sparks,84,Box Score
Fri Sep 9 2011,Indiana Fever,75,New York Liberty,83,Box Score
Fri Sep 9 2011,Phoenix Mercury,70,Seattle Storm,85,Box Score
Sat Sep 10 2011,Chicago Sky,67,Los Angeles Sparks,74,Box Score
Sat Sep 10 2011,Washington Mystics,74,San Antonio Silver Stars,82,Box Score
Sun Sep 11 2011,New York Liberty,63,Connecticut Sun,69,Box Score
Sun Sep 11 2011,Atlanta Dream,93,Indiana Fever,88,Box Score
Sun Sep 11 2011,Minnesota Lynx,96,Phoenix Mercury,90,Box Score
Sun Sep 11 2011,Chicago Sky,70,Seattle Storm,81,Box Score
Sun Sep 11 2011,San Antonio Silver Stars,102,Tulsa Shock,94,Box Score
Thu Sep 15 2011,New York Liberty,72,Indiana Fever,74,Box Score
Thu Sep 15 2011,Phoenix Mercury,61,Seattle Storm,80,Box Score
Fri Sep 16 2011,Atlanta Dream,89,Connecticut Sun,84,Box Score
Fri Sep 16 2011,San Antonio Silver Stars,65,Minnesota Lynx,66,Box Score
Sat Sep 17 2011,Indiana Fever,72,New York Liberty,87,Box Score
Sat Sep 17 2011,Seattle Storm,83,Phoenix Mercury,92,Box Score
Sun Sep 18 2011,Connecticut Sun,64,Atlanta Dream,69,Box Score
Sun Sep 18 2011,Minnesota Lynx,75,San Antonio Silver Stars,84,Box Score
Mon Sep 19 2011,New York Liberty,62,Indiana Fever,72,Box Score
Mon Sep 19 2011,Phoenix Mercury,77,Seattle Storm,75,Box Score
Tue Sep 20 2011,San Antonio Silver Stars,67,Minnesota Lynx,85,Box Score
Thu Sep 22 2011,Atlanta Dream,74,Indiana Fever,82,Box Score
Thu Sep 22 2011,Phoenix Mercury,67,Minnesota Lynx,95,Box Score
Sun Sep 25 2011,Indiana Fever,77,Atlanta Dream,94,Box Score
Sun Sep 25 2011,Minnesota Lynx,103,Phoenix Mercury,86,Box Score
Tue Sep 27 2011,Atlanta Dream,83,Indiana Fever,67,Box Score
Sun Oct 2 2011,Atlanta Dream,74,Minnesota Lynx,88,Box Score
Wed Oct 5 2011,Atlanta Dream,95,Minnesota Lynx,101,Box Score
Fri Oct 7 2011,Minnesota Lynx,73,Atlanta Dream,67,Box Score

