Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Sun Nov 4 2012,7:00p,Atlanta Hawks,104,Oklahoma City Thunder,95,Box Score,,18203,Chesapeake Energy Arena,
Sun Nov 4 2012,9:30p,Detroit Pistons,79,Los Angeles Lakers,108,Box Score,,18997,STAPLES Center,
Mon Nov 5 2012,7:00p,New York Knicks,110,Philadelphia 76ers,88,Box Score,,15783,Wells Fargo Center,
Mon Nov 5 2012,7:30p,Minnesota Timberwolves,107,Brooklyn Nets,96,Box Score,,14017,Barclays Center,
Mon Nov 5 2012,7:30p,Phoenix Suns,99,Miami Heat,124,Box Score,,19600,AmericanAirlines Arena,
Mon Nov 5 2012,8:00p,Utah Jazz,94,Memphis Grizzlies,103,Box Score,,17401,FedEx Forum,
Mon Nov 5 2012,8:30p,Portland Trail Blazers,91,Dallas Mavericks,114,Box Score,,19521,American Airlines Center,
Mon Nov 5 2012,8:30p,Indiana Pacers,79,San Antonio Spurs,101,Box Score,,17158,AT&T Center,
Mon Nov 5 2012,10:00p,Golden State Warriors,92,Sacramento Kings,94,Box Score,,17317,Sleep Train Arena,
Mon Nov 5 2012,10:30p,Cleveland Cavaliers,108,Los Angeles Clippers,101,Box Score,,19060,STAPLES Center,
Tue Nov 6 2012,8:00p,Orlando Magic,93,Chicago Bulls,99,Box Score,,21216,United Center,
Tue Nov 6 2012,8:00p,Toronto Raptors,88,Oklahoma City Thunder,108,Box Score,,18203,Chesapeake Energy Arena,
Tue Nov 6 2012,9:00p,Detroit Pistons,97,Denver Nuggets,109,Box Score,,19155,Pepsi Center,
Wed Nov 7 2012,7:00p,Phoenix Suns,117,Charlotte Bobcats,110,Box Score,,13905,Time Warner Cable Arena,
Wed Nov 7 2012,7:30p,Indiana Pacers,86,Atlanta Hawks,89,Box Score,,10684,Philips Arena,
Wed Nov 7 2012,7:30p,Washington Wizards,94,Boston Celtics,100,Box Score,OT,18624,TD Garden,
Wed Nov 7 2012,7:30p,Brooklyn Nets,73,Miami Heat,103,Box Score,,19627,AmericanAirlines Arena,
Wed Nov 7 2012,8:00p,Denver Nuggets,93,Houston Rockets,87,Box Score,,13372,Toyota Center,
Wed Nov 7 2012,8:00p,Memphis Grizzlies,108,Milwaukee Bucks,90,Box Score,,11465,BMO Harris Bradley Center,
Wed Nov 7 2012,8:00p,Orlando Magic,75,Minnesota Timberwolves,90,Box Score,,17121,Target Center,
Wed Nov 7 2012,8:00p,Philadelphia 76ers,77,New Orleans Hornets,62,Box Score,,12988,New Orleans Arena,
Wed Nov 7 2012,8:30p,Toronto Raptors,104,Dallas Mavericks,109,Box Score,,19763,American Airlines Center,
Wed Nov 7 2012,9:00p,Los Angeles Lakers,86,Utah Jazz,95,Box Score,,19911,EnergySolutions Arena,
Wed Nov 7 2012,10:00p,Detroit Pistons,103,Sacramento Kings,105,Box Score,,10185,Sleep Train Arena,
Wed Nov 7 2012,10:30p,Cleveland Cavaliers,96,Golden State Warriors,106,Box Score,,18124,Oracle Arena,
Wed Nov 7 2012,10:30p,San Antonio Spurs,84,Los Angeles Clippers,106,Box Score,,19060,STAPLES Center,
Thu Nov 8 2012,8:00p,Oklahoma City Thunder,97,Chicago Bulls,91,Box Score,,21737,United Center,
Thu Nov 8 2012,10:30p,Los Angeles Clippers,103,Portland Trail Blazers,90,Box Score,,20425,Rose Garden Arena,
Fri Nov 9 2012,7:00p,Brooklyn Nets,107,Orlando Magic,68,Box Score,,17532,Amway Center,
Fri Nov 9 2012,7:00p,Milwaukee Bucks,101,Washington Wizards,91,Box Score,,14531,Verizon Center,
Fri Nov 9 2012,7:30p,Miami Heat,95,Atlanta Hawks,89,Box Score,,16785,Philips Arena,
Fri Nov 9 2012,7:30p,Philadelphia 76ers,106,Boston Celtics,100,Box Score,,18624,TD Garden,
Fri Nov 9 2012,7:30p,Dallas Mavericks,94,New York Knicks,104,Box Score,,19033,Madison Square Garden (IV),
Fri Nov 9 2012,8:00p,Houston Rockets,85,Memphis Grizzlies,93,Box Score,,16087,FedEx Forum,
Fri Nov 9 2012,8:00p,Indiana Pacers,94,Minnesota Timberwolves,96,Box Score,,18222,Target Center,
Fri Nov 9 2012,8:00p,Charlotte Bobcats,99,New Orleans Hornets,107,Box Score,,12668,New Orleans Arena,
Fri Nov 9 2012,8:00p,Detroit Pistons,94,Oklahoma City Thunder,105,Box Score,,18203,Chesapeake Energy Arena,
Fri Nov 9 2012,9:00p,Cleveland Cavaliers,105,Phoenix Suns,107,Box Score,,15236,US Airways Center,
Fri Nov 9 2012,10:00p,San Antonio Spurs,97,Sacramento Kings,86,Box Score,,13505,Sleep Train Arena,
Fri Nov 9 2012,10:30p,Utah Jazz,84,Denver Nuggets,104,Box Score,,15523,Pepsi Center,
Fri Nov 9 2012,10:30p,Golden State Warriors,77,Los Angeles Lakers,101,Box Score,,18997,STAPLES Center,
Sat Nov 10 2012,7:00p,Washington Wizards,85,Indiana Pacers,89,Box Score,,12036,Bankers Life Fieldhouse,
Sat Nov 10 2012,7:00p,Philadelphia 76ers,93,Toronto Raptors,83,Box Score,,19800,Air Canada Centre,
Sat Nov 10 2012,7:30p,Dallas Mavericks,97,Charlotte Bobcats,101,Box Score,OT,15763,Time Warner Cable Arena,
Sat Nov 10 2012,8:00p,Minnesota Timberwolves,80,Chicago Bulls,87,Box Score,,21974,United Center,
Sat Nov 10 2012,8:00p,Detroit Pistons,82,Houston Rockets,96,Box Score,,15037,Toyota Center,
Sat Nov 10 2012,8:30p,Boston Celtics,96,Milwaukee Bucks,92,Box Score,,14589,BMO Harris Bradley Center,
Sat Nov 10 2012,9:00p,Phoenix Suns,81,Utah Jazz,94,Box Score,,19100,EnergySolutions Arena,
Sat Nov 10 2012,10:00p,San Antonio Spurs,112,Portland Trail Blazers,109,Box Score,,20447,Rose Garden Arena,
Sat Nov 10 2012,10:30p,Denver Nuggets,107,Golden State Warriors,101,Box Score,2OT,19596,Oracle Arena,
Sun Nov 11 2012,3:00p,Orlando Magic,74,Brooklyn Nets,82,Box Score,,16523,Barclays Center,
Sun Nov 11 2012,3:30p,Atlanta Hawks,76,Los Angeles Clippers,89,Box Score,,19060,STAPLES Center,
Sun Nov 11 2012,6:00p,Miami Heat,86,Memphis Grizzlies,104,Box Score,,18119,FedEx Forum,
Sun Nov 11 2012,7:00p,Cleveland Cavaliers,91,Oklahoma City Thunder,106,Box Score,,18203,Chesapeake Energy Arena,
Sun Nov 11 2012,9:30p,Sacramento Kings,90,Los Angeles Lakers,103,Box Score,,18997,STAPLES Center,
Mon Nov 12 2012,7:00p,Milwaukee Bucks,105,Philadelphia 76ers,96,Box Score,,15086,Wells Fargo Center,
Mon Nov 12 2012,7:00p,Utah Jazz,140,Toronto Raptors,133,Box Score,3OT,18230,Air Canada Centre,
Mon Nov 12 2012,7:30p,Oklahoma City Thunder,92,Detroit Pistons,90,Box Score,,12784,The Palace of Auburn Hills,
Mon Nov 12 2012,8:00p,Boston Celtics,101,Chicago Bulls,95,Box Score,,21712,United Center,
Mon Nov 12 2012,8:00p,Miami Heat,113,Houston Rockets,110,Box Score,,18041,Toyota Center,
Mon Nov 12 2012,8:30p,Minnesota Timberwolves,90,Dallas Mavericks,82,Box Score,,19322,American Airlines Center,
Mon Nov 12 2012,9:00p,Denver Nuggets,100,Phoenix Suns,110,Box Score,,14060,US Airways Center,
Mon Nov 12 2012,10:00p,Atlanta Hawks,95,Portland Trail Blazers,87,Box Score,,19095,Rose Garden Arena,
Tue Nov 13 2012,7:00p,Washington Wizards,76,Charlotte Bobcats,92,Box Score,,11139,Time Warner Cable Arena,
Tue Nov 13 2012,7:00p,Toronto Raptors,74,Indiana Pacers,72,Box Score,,11947,Bankers Life Fieldhouse,
Tue Nov 13 2012,7:00p,New York Knicks,99,Orlando Magic,89,Box Score,,18846,Amway Center,
Tue Nov 13 2012,7:30p,Cleveland Cavaliers,101,Brooklyn Nets,114,Box Score,,17032,Barclays Center,
Tue Nov 13 2012,10:00p,Portland Trail Blazers,103,Sacramento Kings,86,Box Score,,10153,Sleep Train Arena,
Tue Nov 13 2012,10:30p,San Antonio Spurs,84,Los Angeles Lakers,82,Box Score,,18997,STAPLES Center,
Wed Nov 14 2012,7:00p,Detroit Pistons,94,Philadelphia 76ers,76,Box Score,,11879,Wells Fargo Center,
Wed Nov 14 2012,7:30p,Utah Jazz,93,Boston Celtics,98,Box Score,,18624,TD Garden,
Wed Nov 14 2012,8:00p,New Orleans Hornets,96,Houston Rockets,100,Box Score,,14535,Toyota Center,
Wed Nov 14 2012,8:00p,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,11573,BMO Harris Bradley Center,
Wed Nov 14 2012,8:00p,Charlotte Bobcats,89,Minnesota Timberwolves,87,Box Score,,13272,Target Center,
Wed Nov 14 2012,8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,97,Box Score,,18203,Chesapeake Energy Arena,
Wed Nov 14 2012,8:30p,Washington Wizards,101,Dallas Mavericks,107,Box Score,,19560,American Airlines Center,
Wed Nov 14 2012,9:00p,Chicago Bulls,112,Phoenix Suns,106,Box Score,OT,15305,US Airways Center,
Wed Nov 14 2012,10:30p,Atlanta Hawks,88,Golden State Warriors,92,Box Score,,18107,Oracle Arena,
Wed Nov 14 2012,10:30p,Miami Heat,100,Los Angeles Clippers,107,Box Score,,19146,STAPLES Center,
Thu Nov 15 2012,8:00p,Boston Celtics,97,Brooklyn Nets,102,Box Score,,17732,Barclays Center,
Thu Nov 15 2012,8:30p,New York Knicks,104,San Antonio Spurs,100,Box Score,,18581,AT&T Center,
Thu Nov 15 2012,10:30p,Miami Heat,98,Denver Nuggets,93,Box Score,,19155,Pepsi Center,
Fri Nov 16 2012,7:00p,Dallas Mavericks,83,Indiana Pacers,103,Box Score,,15110,Bankers Life Fieldhouse,
Fri Nov 16 2012,7:00p,Utah Jazz,93,Philadelphia 76ers,99,Box Score,,15851,Wells Fargo Center,
Fri Nov 16 2012,7:30p,Orlando Magic,110,Detroit Pistons,106,Box Score,,11594,The Palace of Auburn Hills,
Fri Nov 16 2012,8:00p,Golden State Warriors,106,Minnesota Timberwolves,98,Box Score,,16013,Target Center,
Fri Nov 16 2012,8:00p,Oklahoma City Thunder,110,New Orleans Hornets,95,Box Score,,15458,New Orleans Arena,
Fri Nov 16 2012,9:30p,New York Knicks,95,Memphis Grizzlies,105,Box Score,,17516,FedEx Forum,
Fri Nov 16 2012,10:00p,Houston Rockets,117,Portland Trail Blazers,119,Box Score,OT,20382,Rose Garden Arena,
Fri Nov 16 2012,10:00p,Atlanta Hawks,112,Sacramento Kings,96,Box Score,,11814,Sleep Train Arena,
Fri Nov 16 2012,10:30p,Phoenix Suns,102,Los Angeles Lakers,114,Box Score,,18997,STAPLES Center,
Sat Nov 17 2012,12:30p,Toronto Raptors,89,Boston Celtics,107,Box Score,,18624,TD Garden,
Sat Nov 17 2012,7:00p,Utah Jazz,83,Washington Wizards,76,Box Score,,16210,Verizon Center,
Sat Nov 17 2012,7:30p,Memphis Grizzlies,94,Charlotte Bobcats,87,Box Score,,16541,Time Warner Cable Arena,
Sat Nov 17 2012,7:30p,Dallas Mavericks,103,Cleveland Cavaliers,95,Box Score,,18633,Quicken Loans Arena,
Sat Nov 17 2012,8:30p,New Orleans Hornets,113,Milwaukee Bucks,117,Box Score,,14731,BMO Harris Bradley Center,
Sat Nov 17 2012,8:30p,Denver Nuggets,100,San Antonio Spurs,126,Box Score,,18581,AT&T Center,
Sat Nov 17 2012,9:00p,Chicago Bulls,80,Los Angeles Clippers,101,Box Score,,19060,STAPLES Center,
Sat Nov 17 2012,9:00p,Miami Heat,97,Phoenix Suns,88,Box Score,,16840,US Airways Center,
Sun Nov 18 2012,12:00p,Indiana Pacers,76,New York Knicks,88,Box Score,,19033,Madison Square Garden (IV),
Sun Nov 18 2012,1:00p,Orlando Magic,86,Toronto Raptors,97,Box Score,,18702,Air Canada Centre,
Sun Nov 18 2012,6:00p,Cleveland Cavaliers,79,Philadelphia 76ers,86,Box Score,,15021,Wells Fargo Center,
Sun Nov 18 2012,6:00p,Brooklyn Nets,99,Sacramento Kings,90,Box Score,,11965,Sleep Train Arena,
Sun Nov 18 2012,7:00p,Golden State Warriors,109,Oklahoma City Thunder,119,Box Score,,18203,Chesapeake Energy Arena,
Sun Nov 18 2012,7:30p,Boston Celtics,83,Detroit Pistons,103,Box Score,,12214,The Palace of Auburn Hills,
Sun Nov 18 2012,9:00p,Chicago Bulls,94,Portland Trail Blazers,102,Box Score,,20242,Rose Garden Arena,
Sun Nov 18 2012,9:30p,Houston Rockets,108,Los Angeles Lakers,119,Box Score,,18997,STAPLES Center,
Mon Nov 19 2012,7:00p,Milwaukee Bucks,98,Charlotte Bobcats,102,Box Score,,11248,Time Warner Cable Arena,
Mon Nov 19 2012,7:00p,Indiana Pacers,96,Washington Wizards,89,Box Score,,14426,Verizon Center,
Mon Nov 19 2012,7:30p,Orlando Magic,72,Atlanta Hawks,81,Box Score,,15066,Philips Arena,
Mon Nov 19 2012,8:00p,Denver Nuggets,97,Memphis Grizzlies,92,Box Score,,15111,FedEx Forum,
Mon Nov 19 2012,8:30p,Golden State Warriors,105,Dallas Mavericks,101,Box Score,OT,20034,American Airlines Center,
Mon Nov 19 2012,8:30p,Los Angeles Clippers,92,San Antonio Spurs,87,Box Score,,17920,AT&T Center,
Mon Nov 19 2012,9:00p,Houston Rockets,91,Utah Jazz,102,Box Score,,19197,EnergySolutions Arena,
Tue Nov 20 2012,7:00p,Toronto Raptors,98,Philadelphia 76ers,106,Box Score,,13965,Wells Fargo Center,
Tue Nov 20 2012,8:00p,New York Knicks,102,New Orleans Hornets,80,Box Score,,13705,New Orleans Arena,
Tue Nov 20 2012,10:30p,Brooklyn Nets,90,Los Angeles Lakers,95,Box Score,,18997,STAPLES Center,
Wed Nov 21 2012,7:00p,Toronto Raptors,97,Charlotte Bobcats,98,Box Score,,15240,Time Warner Cable Arena,
Wed Nov 21 2012,7:00p,Philadelphia 76ers,83,Cleveland Cavaliers,92,Box Score,,16743,Quicken Loans Arena,
Wed Nov 21 2012,7:00p,New Orleans Hornets,107,Indiana Pacers,115,Box Score,OT,12633,Bankers Life Fieldhouse,
Wed Nov 21 2012,7:00p,Detroit Pistons,74,Orlando Magic,90,Box Score,,17199,Amway Center,
Wed Nov 21 2012,7:30p,Washington Wizards,100,Atlanta Hawks,101,Box Score,OT,11338,Philips Arena,
Wed Nov 21 2012,7:30p,San Antonio Spurs,112,Boston Celtics,100,Box Score,,18624,TD Garden,
Wed Nov 21 2012,7:30p,Milwaukee Bucks,106,Miami Heat,113,Box Score,OT,19971,AmericanAirlines Arena,
Wed Nov 21 2012,7:30p,Los Angeles Clippers,111,Oklahoma City Thunder,117,Box Score,OT,18203,Chesapeake Energy Arena,
Wed Nov 21 2012,8:00p,Chicago Bulls,89,Houston Rockets,93,Box Score,,15950,Toyota Center,
Wed Nov 21 2012,8:00p,Denver Nuggets,101,Minnesota Timberwolves,94,Box Score,,16879,Target Center,
Wed Nov 21 2012,8:30p,New York Knicks,111,Dallas Mavericks,114,Box Score,,20157,American Airlines Center,
Wed Nov 21 2012,9:00p,Portland Trail Blazers,87,Phoenix Suns,114,Box Score,,14263,US Airways Center,
Wed Nov 21 2012,10:00p,Los Angeles Lakers,97,Sacramento Kings,113,Box Score,,15249,Sleep Train Arena,
Wed Nov 21 2012,10:30p,Brooklyn Nets,93,Golden State Warriors,102,Box Score,,18374,Oracle Arena,
Fri Nov 23 2012,7:00p,Atlanta Hawks,101,Charlotte Bobcats,91,Box Score,,17868,Time Warner Cable Arena,
Fri Nov 23 2012,7:00p,Cleveland Cavaliers,104,Orlando Magic,108,Box Score,,17334,Amway Center,
Fri Nov 23 2012,7:30p,Oklahoma City Thunder,100,Boston Celtics,108,Box Score,,18624,TD Garden,
Fri Nov 23 2012,7:30p,Los Angeles Clippers,76,Brooklyn Nets,86,Box Score,,17732,Barclays Center,
Fri Nov 23 2012,7:30p,Toronto Raptors,90,Detroit Pistons,91,Box Score,,12778,The Palace of Auburn Hills,
Fri Nov 23 2012,8:00p,New York Knicks,103,Houston Rockets,131,Box Score,,18038,Toyota Center,
Fri Nov 23 2012,8:00p,San Antonio Spurs,104,Indiana Pacers,97,Box Score,,17082,Bankers Life Fieldhouse,
Fri Nov 23 2012,8:00p,Los Angeles Lakers,98,Memphis Grizzlies,106,Box Score,,18119,FedEx Forum,
Fri Nov 23 2012,9:00p,Golden State Warriors,91,Denver Nuggets,102,Box Score,,18523,Pepsi Center,
Fri Nov 23 2012,9:00p,New Orleans Hornets,108,Phoenix Suns,111,Box Score,OT,14020,US Airways Center,
Fri Nov 23 2012,9:00p,Sacramento Kings,102,Utah Jazz,104,Box Score,,18000,EnergySolutions Arena,
Fri Nov 23 2012,10:00p,Minnesota Timberwolves,95,Portland Trail Blazers,103,Box Score,,20555,Rose Garden Arena,
Sat Nov 24 2012,7:00p,Los Angeles Clippers,93,Atlanta Hawks,104,Box Score,,16024,Philips Arena,
Sat Nov 24 2012,7:00p,Oklahoma City Thunder,116,Philadelphia 76ers,109,Box Score,OT,19611,Wells Fargo Center,
Sat Nov 24 2012,7:00p,Charlotte Bobcats,108,Washington Wizards,106,Box Score,2OT,13077,Verizon Center,
Sat Nov 24 2012,7:30p,Cleveland Cavaliers,108,Miami Heat,110,Box Score,,20064,AmericanAirlines Arena,
Sat Nov 24 2012,8:30p,Los Angeles Lakers,115,Dallas Mavericks,89,Box Score,,20423,American Airlines Center,
Sat Nov 24 2012,9:00p,Chicago Bulls,93,Milwaukee Bucks,86,Box Score,,14812,BMO Harris Bradley Center,
Sat Nov 24 2012,10:00p,Utah Jazz,97,Sacramento Kings,108,Box Score,,12239,Sleep Train Arena,
Sat Nov 24 2012,10:30p,Minnesota Timberwolves,85,Golden State Warriors,96,Box Score,,19084,Oracle Arena,
Sun Nov 25 2012,1:00p,Detroit Pistons,100,New York Knicks,121,Box Score,,19033,Madison Square Garden (IV),
Sun Nov 25 2012,1:00p,San Antonio Spurs,111,Toronto Raptors,106,Box Score,2OT,19800,Air Canada Centre,
Sun Nov 25 2012,3:00p,Portland Trail Blazers,85,Brooklyn Nets,98,Box Score,,16542,Barclays Center,
Sun Nov 25 2012,6:00p,Boston Celtics,116,Orlando Magic,110,Box Score,OT,17037,Amway Center,
Sun Nov 25 2012,6:00p,Phoenix Suns,101,Philadelphia 76ers,104,Box Score,,14518,Wells Fargo Center,
Sun Nov 25 2012,8:00p,New Orleans Hornets,84,Denver Nuggets,102,Box Score,,15402,Pepsi Center,
Mon Nov 26 2012,7:00p,New York Knicks,89,Brooklyn Nets,96,Box Score,OT,17732,Barclays Center,
Mon Nov 26 2012,7:00p,San Antonio Spurs,118,Washington Wizards,92,Box Score,,13879,Verizon Center,
Mon Nov 26 2012,7:30p,Portland Trail Blazers,101,Detroit Pistons,108,Box Score,,10212,The Palace of Auburn Hills,
Mon Nov 26 2012,8:00p,Milwaukee Bucks,93,Chicago Bulls,92,Box Score,,21485,United Center,
Mon Nov 26 2012,8:00p,Cleveland Cavaliers,78,Memphis Grizzlies,84,Box Score,,13485,FedEx Forum,
Mon Nov 26 2012,8:00p,Charlotte Bobcats,69,Oklahoma City Thunder,114,Box Score,,18203,Chesapeake Energy Arena,
Mon Nov 26 2012,9:00p,Denver Nuggets,103,Utah Jazz,105,Box Score,,18776,EnergySolutions Arena,
Mon Nov 26 2012,10:30p,New Orleans Hornets,105,Los Angeles Clippers,98,Box Score,,19060,STAPLES Center,
Tue Nov 27 2012,7:00p,Phoenix Suns,91,Cleveland Cavaliers,78,Box Score,,13687,Quicken Loans Arena,
Tue Nov 27 2012,7:00p,Dallas Mavericks,98,Philadelphia 76ers,100,Box Score,,15107,Wells Fargo Center,
Tue Nov 27 2012,8:00p,Toronto Raptors,101,Houston Rockets,117,Box Score,,12907,Toyota Center,
Tue Nov 27 2012,10:00p,Minnesota Timberwolves,97,Sacramento Kings,89,Box Score,,10741,Sleep Train Arena,
Tue Nov 27 2012,10:30p,Indiana Pacers,79,Los Angeles Lakers,77,Box Score,,18997,STAPLES Center,
Wed Nov 28 2012,7:00p,San Antonio Spurs,110,Orlando Magic,89,Box Score,,17271,Amway Center,
Wed Nov 28 2012,7:00p,Portland Trail Blazers,82,Washington Wizards,84,Box Score,,14114,Verizon Center,
Wed Nov 28 2012,7:30p,Charlotte Bobcats,91,Atlanta Hawks,94,Box Score,,10162,Philips Arena,
Wed Nov 28 2012,7:30p,Brooklyn Nets,95,Boston Celtics,83,Box Score,,18624,TD Garden,
Wed Nov 28 2012,7:30p,Phoenix Suns,77,Detroit Pistons,117,Box Score,,10517,The Palace of Auburn Hills,
Wed Nov 28 2012,8:00p,Dallas Mavericks,78,Chicago Bulls,101,Box Score,,21575,United Center,
Wed Nov 28 2012,8:00p,Toronto Raptors,82,Memphis Grizzlies,103,Box Score,,14603,FedEx Forum,
Wed Nov 28 2012,8:00p,New York Knicks,102,Milwaukee Bucks,88,Box Score,,11439,BMO Harris Bradley Center,
Wed Nov 28 2012,8:00p,Utah Jazz,96,New Orleans Hornets,84,Box Score,,10693,New Orleans Arena,
Wed Nov 28 2012,8:00p,Houston Rockets,98,Oklahoma City Thunder,120,Box Score,,18203,Chesapeake Energy Arena,
Wed Nov 28 2012,10:30p,Minnesota Timberwolves,95,Los Angeles Clippers,101,Box Score,,19060,STAPLES Center,
Thu Nov 29 2012,8:00p,San Antonio Spurs,100,Miami Heat,105,Box Score,,19703,AmericanAirlines Arena,
Thu Nov 29 2012,10:30p,Denver Nuggets,105,Golden State Warriors,106,Box Score,,17627,Oracle Arena,
Fri Nov 30 2012,7:00p,Philadelphia 76ers,104,Charlotte Bobcats,98,Box Score,,13202,Time Warner Cable Arena,
Fri Nov 30 2012,7:00p,Brooklyn Nets,98,Orlando Magic,86,Box Score,,17103,Amway Center,
Fri Nov 30 2012,7:00p,Phoenix Suns,97,Toronto Raptors,101,Box Score,,18246,Air Canada Centre,
Fri Nov 30 2012,7:30p,Cleveland Cavaliers,113,Atlanta Hawks,111,Box Score,,13094,Philips Arena,
Fri Nov 30 2012,7:30p,Portland Trail Blazers,78,Boston Celtics,96,Box Score,,18624,TD Garden,
Fri Nov 30 2012,7:30p,Washington Wizards,87,New York Knicks,108,Box Score,,19033,Madison Square Garden (IV),
Fri Nov 30 2012,8:00p,Detroit Pistons,78,Memphis Grizzlies,90,Box Score,,16732,FedEx Forum,
Fri Nov 30 2012,8:00p,Milwaukee Bucks,85,Minnesota Timberwolves,95,Box Score,,16418,Target Center,
Fri Nov 30 2012,8:00p,Utah Jazz,94,Oklahoma City Thunder,106,Box Score,,18203,Chesapeake Energy Arena,
Fri Nov 30 2012,10:00p,Indiana Pacers,97,Sacramento Kings,92,Box Score,,12544,Sleep Train Arena,
Fri Nov 30 2012,10:30p,Denver Nuggets,103,Los Angeles Lakers,122,Box Score,,18997,STAPLES Center,
Sat Dec 1 2012,7:30p,Portland Trail Blazers,118,Cleveland Cavaliers,117,Box Score,2OT,16624,Quicken Loans Arena,
